plot;species;dbh
40;Symplocos uniflora;16,71305753
40;Sebastiania commersoniana;8,021409132
40;Prunus myrtifolia;22,01234268
40;Sebastiania commersoniana;10,37690229
40;Sebastiania commersoniana;11,39375998
40;Erythroxylum deciduum;9,517465597
40;Erythroxylum deciduum;7,957747155
40;Xylosma ciliatifolia;17,3478888
40;Sebastiania commersoniana;5,092958179
40;Sebastiania commersoniana;7,257465405
40;Myrcia glomerata;11,0357629
40;Sebastiania commersoniana;9,612958563
40;Myrcia glomerata;8,454348928
40;Sebastiania commersoniana;8,912676813
40;Sebastiania commersoniana;10,02676141
40;Sebastiania commersoniana;12,09577567
40;Sebastiania commersoniana;12,73239545
40;Myrcia glomerata;7,257465405
40;Blepharocalyx salicifolius;7,257465405
40;Blepharocalyx salicifolius;20,37183272
14;Allophylus edulis;8,897031793
14;Sebastiania commersoniana;9,485634608
14;Allophylus edulis;8,944507802
14;Symplocos uniflora;13,91869807
14;Blepharocalyx salicifolius;12,12760666
14;Sebastiania commersoniana;5,76140894
14;Allophylus edulis;6,493521678
14;Sebastiania commersoniana;15,9473253
14;Symplocos uniflora;8,435211984
14;Sebastiania commersoniana;7,225634416
14;Sebastiania commersoniana;5,920563883
14;Blepharocalyx salicifolius;16,61577606
14;Maytenus boaria;12,09577567
14;Symplocos uniflora;17,50704374
14;Symplocos uniflora;8,97633879
14;Blepharocalyx salicifolius;14,8332407
14;Blepharocalyx salicifolius;13,94197301
14;Myrrhinium atropurpureum;5,602253997
14;Sebastiania commersoniana;7,512113314
14;Sebastiania commersoniana;12,3185926
14;Sebastiania commersoniana;8,180564075
14;Prunus myrtifolia;18,30281846
14;Sebastiania commersoniana;13,78281807
14;Myrceugenia euosma;9,358310654
14;Sebastiania commersoniana;17,08885393
14;Ilex theezans;10,02676141
14;Myrceugenia euosma;7,384789359
14;Symplocos uniflora;12,92338138
14;Ilex dumosa;28,83887569
14;Sebastiania commersoniana;20,84929755
14;Ocotea pulchella;18,33464944
14;Sebastiania commersoniana;5,952394872
14;Myrcia glomerata;8,824764867
14;Ilex theezans;39,9797217
14;Myrcia glomerata;6,557183655
14;Ilex theezans;32,53127037
14;Myrcia glomerata;7,798592212
14;Myrcia glomerata;7,60760628
14;Myrcia glomerata;5,092958179
14;Ilex theezans;18,78028328
14;Myrcia glomerata;6,843662553
14;Sebastiania commersoniana;11,17267701
14;Myrcia glomerata;6,811831564
14;Sebastiania commersoniana;8,912676813
14;Eugenia uniflora;5,347606088
14;Sebastiania commersoniana;11,07718404
14;Symplocos uniflora;15,97915629
14;Ilex theezans;4,997465213
14;Schinus terebinthifolius;5,220282133
14;Sebastiania commersoniana;11,14084602
14;Sebastiania commersoniana;8,467042972
14;Eugenia uniflora;5,570423008
14;Sebastiania commersoniana;10,50422624
14;Blepharocalyx salicifolius;11,84112777
14;Allophylus edulis;7,161972439
14;Sebastiania commersoniana;10,98169107
14;Sebastiania commersoniana;12,76422644
14;Blepharocalyx salicifolius;19,67155097
14;Allophylus edulis;6,366197724
14;Sebastiania commersoniana;7,480282325
14;Allophylus edulis;6,366197724
14;Allophylus edulis;10,69521218
15;Sebastiania commersoniana;14,64225476
15;Symplocos uniflora;8,869143935
15;Sebastiania commersoniana;8,97633879
15;Sebastiania commersoniana;4,997465213
15;Sebastiania commersoniana;11,33183195
15;Prunus myrtifolia;7,002817496
15;Sebastiania commersoniana;6,079718826
15;Prunus myrtifolia;10,15408537
15;Symplocos uniflora;7,002817496
15;Symplocos uniflora;13,6067331
15;Prunus myrtifolia;5,443099054
15;Symplocos uniflora;13,94197301
15;Sebastiania commersoniana;14,00563499
15;Allophylus edulis;5,411268065
15;Blepharocalyx salicifolius;22,91831181
15;Sebastiania commersoniana;18,90760724
15;Erythrina cristagalli;29,41183348
15;Sebastiania commersoniana;7,321127382
15;Symplocos uniflora;11,14084602
15;Sebastiania commersoniana;21,96338215
15;Symplocos uniflora;6,748169587
15;Sebastiania commersoniana;14,00563499
15;Prunus myrtifolia;11,65014183
15;Symplocos uniflora;14,89690267
15;Sebastiania commersoniana;11,93662073
15;Drimys brasiliensis;13,81464906
15;Symplocos uniflora;16,36112815
15;Symplocos uniflora;9,326479665
15;Sebastiania commersoniana;6,620845633
15;Sebastiania commersoniana;12,81666762
15;Blepharocalyx salicifolius;10,02676141
15;Myrceugenia euosma;8,276057041
15;Sebastiania commersoniana;11,30000096
15;Sebastiania commersoniana;18,4619734
15;Sebastiania commersoniana;7,002817496
15;Sebastiania commersoniana;11,87295875
15;Myrcia glomerata;8,021409132
15;Allophylus edulis;7,002817496
16;Myrcia glomerata;6,716640307
16;Sebastiania commersoniana;5,092958179
16;Prunus myrtifolia;8,116902098
16;Eugenia uniflora;6,525352667
16;NI;21,96338215
16;Sebastiania commersoniana;18,14366351
16;Myrcia selloi;6,047887837
16;Myrcia glomerata;12,73239545
16;Myrcia glomerata;7,575775291
16;Allophylus edulis;26,39670017
16;Allophylus edulis;14,04536737
16;Allophylus edulis;7,066479473
16;Sebastiania commersoniana;10,15408537
16;Allophylus edulis;15,65877596
16;Sebastiania commersoniana;39,82056676
16;Allophylus edulis;5,092958179
16;Allophylus edulis;12,39775123
16;Allophylus edulis;12,73239545
16;Myrcia glomerata;10,50422624
16;Eugenia uniflora;6,147585014
16;Eugenia uniflora;5,729577951
16;Eugenia uniflora;7,957747155
16;Myrcia selloi;5,729577951
16;Myrcia selloi;8,912676813
16;Myrcia selloi;6,047887837
16;Sebastiania commersoniana;19,73521294
16;Blepharocalyx salicifolius;5,029296202
16;Prunus myrtifolia;16,3890957
16;Myrcia glomerata;12,57626207
16;Sebastiania commersoniana;17,82535363
16;Sebastiania commersoniana;5,220670302
16;Sebastiania commersoniana;6,047887837
17;Sebastiania commersoniana;8,371550007
17;Sebastiania commersoniana;15,15155058
17;Sebastiania commersoniana;10,0585924
17;Sebastiania commersoniana;7,639437268
17;Sebastiania commersoniana;7,575775291
17;Sebastiania commersoniana;8,53070495
17;Allophylus edulis;10,57363924
17;Sebastiania commersoniana;34,15465079
17;Allophylus edulis;8,880845825
17;Prunus myrtifolia;6,68450761
17;Sebastiania commersoniana;10,79070514
17;Allophylus edulis;6,207042781
17;Sebastiania commersoniana;6,68450761
17;Allophylus edulis;5,98422586
17;Sebastiania commersoniana;21,64507226
17;Sebastiania commersoniana;13,68732511
17;Allophylus edulis;6,302535746
17;Prunus myrtifolia;9,230986699
17;Sebastiania commersoniana;12,09577567
17;Allophylus edulis;10,75887415
17;Eugenia uniflora;8,626197916
17;Myrcia selloi;15,21521256
17;Eugenia pluriflora;9,230986699
17;Prunus myrtifolia;8,212395064
17;Eugenia uniflora;5,856901906
17;Araucaria angustifolia;14,41943784
17;Eugenia uniflora;9,358310654
17;Eugenia uniflora;7,894085177
17;Blepharocalyx salicifolius;10,47239526
17;Myrcia glomerata;8,594366927
17;Sebastiania commersoniana;17,18873385
17;Sebastiania commersoniana;38,80197513
17;Blepharocalyx salicifolius;35,01408748
17;Allophylus edulis;8,148733086
17;Sebastiania commersoniana;5,411268065
17;Allophylus edulis;7,989578143
17;Sebastiania commersoniana;7,321127382
17;Sebastiania commersoniana;6,68450761
17;Sebastiania commersoniana;9,230986699
17;Sebastiania commersoniana;9,32539322
17;Sebastiania commersoniana;8,689859893
17;Sebastiania commersoniana;12,73673168
17;Sebastiania commersoniana;10,24957834
17;Sebastiania commersoniana;5,888732894
17;Sebastiania commersoniana;11,07718404
17;Sebastiania commersoniana;7,416620348
17;Sebastiania commersoniana;32,27662246
17;Myrcia selloi;5,092958179
17;Sebastiania commersoniana;5,188451145
17;Sebastiania commersoniana;23,87324146
17;Sebastiania commersoniana;10,88619811
17;Sebastiania commersoniana;9,230986699
17;Lithrea brasiliensis;24,8918331
17;Sebastiania commersoniana;15,27887454
17;Sebastiania commersoniana;6,207042781
17;Myrcia glomerata;13,91014203
17;Sebastiania commersoniana;13,94197301
17;Sebastiania commersoniana;21,2631004
17;Sebastiania commersoniana;7,002817496
17;NI;6,68450761
18;Prunus myrtifolia;12,09577567
18;Sebastiania commersoniana;6,047887837
18;Sebastiania commersoniana;10,53716309
18;Prunus myrtifolia;10,66338119
18;Prunus myrtifolia;12,66873347
18;Lithrea brasiliensis;13,33718423
18;Myrrhinium atropurpureum;8,396927919
18;Prunus myrtifolia;8,05324012
18;Prunus myrtifolia;18,08000154
18;Sebastiania commersoniana;9,199155711
18;Erythroxylum deciduum;9,581127574
18;Sebastiania commersoniana;6,875493542
18;Erythroxylum deciduum;8,339719018
18;Sebastiania commersoniana;6,047887837
18;Allophylus edulis;6,843662553
18;Sebastiania commersoniana;9,199155711
18;Nectandra megapotamica;19,13042416
18;Blepharocalyx salicifolius;9,071831756
18;Nectandra megapotamica;10,0585924
18;Allophylus edulis;6,716338598
18;Allophylus edulis;6,493521678
18;Blepharocalyx salicifolius;9,447960774
18;Dalbergia frutescens;7,894085177
18;Sebastiania commersoniana;5,697746963
18;Sebastiania commersoniana;8,435211984
18;Prunus myrtifolia;14,16478994
18;Dalbergia frutescens;6,207042781
18;Allophylus edulis;6,620845633
18;Sebastiania commersoniana;13,11436731
18;Allophylus edulis;11,61831085
18;Erythroxylum deciduum;9,167324722
18;Sebastiania commersoniana;7,161972439
18;Blepharocalyx salicifolius;5,888732894
18;Sebastiania commersoniana;7,002817496
18;Sebastiania commersoniana;8,116902098
18;Sebastiania commersoniana;10,98169107
18;Allophylus edulis;12,27884254
18;Sebastiania commersoniana;11,30000096
19;Symplocos uniflora;20,18084678
19;Myrciaria delicatula;13,05070533
19;Blepharocalyx salicifolius;24,28704432
19;Scutia buxifolia;11,14084602
19;Eugenia uniflora;17,20122592
19;Banara tomentosa;7,098310462
19;Banara tomentosa;6,843662553
19;Allophylus edulis;5,443099054
19;Ilex dumosa;21,58141028
19;Allophylus edulis;7,639437268
19;Allophylus edulis;7,002817496
19;Allophylus edulis;5,729577951
19;Sebastiania commersoniana;17,41155077
19;Blepharocalyx salicifolius;26,51521352
19;Banara tomentosa;7,098310462
19;Sebastiania commersoniana;6,366197724
19;Eugenia uniflora;8,97633879
19;Casearia decandra;8,403380995
19;Allophylus edulis;8,880845825
19;Myrrhinium atropurpureum;31,83098862
19;Allophylus edulis;7,002817496
19;Myrcianthes gigantea;12,79605742
19;Scutia buxifolia;5,379437077
19;Symplocos uniflora;13,24169127
19;Campomanesia xanthocarpa;7,634395698
19;Campomanesia xanthocarpa;20,65831161
19;Campomanesia rhombea;8,912676813
19;Duranta vestita;8,97633879
19;Sebastiania commersoniana;10,50422624
19;Zanthoxylum rhoifolium;13,68732511
19;Myrcia glomerata;5,474930042
19;Allophylus edulis;6,366197724
19;Erythroxylum deciduum;10,98169107
19;Myrcia glomerata;7,002817496
19;Allophylus edulis;9,549296586
19;Eugenia uniflora;7,746448929
19;Eugenia uniflora;6,347389657
19;Eugenia uniflora;10,82253613
19;Allophylus edulis;6,981080814
19;Sebastiania commersoniana;9,867606472
19;Erythroxylum deciduum;12,15943765
19;Myrciaria delicatula;5,432291849
19;Erythroxylum deciduum;7,480282325
19;Myrcia glomerata;6,843662553
19;Erythroxylum deciduum;16,17014222
19;Casearia decandra;4,997465213
19;Allophylus edulis;5,570423008
19;Myrcia glomerata;8,908412714
19;Myrciaria delicatula;7,002817496
19;Allophylus edulis;7,384789359
19;Blepharocalyx salicifolius;10,44056427
19;Allophylus edulis;15,60043214
20;Zanthoxylum rhoifolium;14,8332407
20;Myrcia selloi;7,663537753
20;Sebastiania commersoniana;5,697746963
20;Schinus terebinthifolius;6,557183655
20;Lithrea brasiliensis;12,82788841
20;Ilex theezans;7,60760628
20;Xylosma ciliatifolia;5,156620156
20;Sebastiania commersoniana;13,80980755
20;Zanthoxylum rhoifolium;11,39549393
20;Matayba elaeagnoides;11,7456348
20;Matayba elaeagnoides;15,85183233
20;Myrcia glomerata;5,156620156
20;Myrcia glomerata;8,998716752
20;Erythroxylum deciduum;7,480282325
20;Zanthoxylum rhoifolium;10,24957834
20;Matayba elaeagnoides;9,517465597
20;Erythroxylum deciduum;6,970986507
20;Ilex theezans;6,652676621
20;Sebastiania commersoniana;6,811831564
20;Sebastiania commersoniana;9,803944494
20;Matayba elaeagnoides;17,15690287
20;Matayba elaeagnoides;14,13295895
20;Matayba elaeagnoides;25,84676276
20;Dalbergia frutescens;8,330966978
20;Blepharocalyx salicifolius;9,167324722
20;Campomanesia xanthocarpa;9,549296586
20;Matayba elaeagnoides;14,8332407
20;Sebastiania commersoniana;5,665915974
20;Matayba elaeagnoides;10,44056427
20;Matayba elaeagnoides;14,45126883
20;Matayba elaeagnoides;13,46450819
20;Matayba elaeagnoides;6,589014644
20;Matayba elaeagnoides;12,09577567
20;Roupala montana;12,76422644
21;Prunus myrtifolia;5,825070917
21;Myrcia glomerata;7,034648485
21;Sebastiania commersoniana;7,957747155
21;Myrcia glomerata;14,45126883
21;Sebastiania commersoniana;12,47774754
21;Sebastiania commersoniana;12,19126864
21;Ocotea puberula;41,73042608
21;Myrcia glomerata;10,28490718
21;Allophylus edulis;7,60760628
21;Myrcia glomerata;11,93131439
21;Myrcia glomerata;10,39251312
21;Clethra scabra;12,3185926
21;Prunus myrtifolia;12,3185926
21;Prunus myrtifolia;15,05605762
21;Myrcia glomerata;5,729577951
21;Myrcia glomerata;8,276057041
21;Sebastiania commersoniana;16,13831123
21;Prunus myrtifolia;17,44338176
21;Sebastiania commersoniana;31,97073819
21;Casearia decandra;11,07242666
21;Casearia decandra;8,603145439
21;Myrcia glomerata;12,31312171
21;Ilex theezans;13,1461983
21;Myrcia glomerata;9,464033302
21;Sebastiania commersoniana;15,69267739
21;Casearia decandra;9,103662745
21;Erythroxylum deciduum;20,30208302
21;Myrcia glomerata;9,294648677
21;Myrcia glomerata;16,29609838
21;Prunus myrtifolia;7,002817496
21;Sebastiania commersoniana;6,047887837
21;Casearia decandra;6,366197724
21;Sebastiania commersoniana;6,811831564
21;Myrcianthes gigantea;24,86000211
21;Allophylus edulis;5,156620156
21;Dasyphyllum brasiliense;26,92901637
21;Casearia decandra;8,446255513
21;Sebastiania commersoniana;8,594366927
21;Allophylus edulis;5,825070917
41;Banara tomentosa;14,47536737
41;Eugenia uniflora;5,474930042
41;Eugenia uniflora;9,581127574
41;Eugenia uniflora;7,734930234
41;Araucaria angustifolia;20,18084678
41;Banara tomentosa;9,199155711
41;Araucaria angustifolia;7,384789359
41;Banara tomentosa;7,734930234
41;Eugenia uniflora;10,53605723
41;Araucaria angustifolia;20,11718481
41;Araucaria angustifolia;16,64760705
41;Annona rugulosa;7,034648485
41;Lithrea brasiliensis;25,87859375
41;Eugenia uniflora;5,411268065
41;Eugenia uniflora;10,19903819
41;Lithrea brasiliensis;22,28169203
41;Matayba elaeagnoides;25,46479089
41;Sebastiania commersoniana;13,36901522
41;Dalbergia frutescens;11,4591559
42;Ilex theezans;5,092958179
42;Eugenia uniflora;7,431019115
42;Myrcia palustris;5,474930042
42;Eugenia pluriflora;6,047887837
42;Lithrea brasiliensis;35,47549044
42;Matayba elaeagnoides;8,116902098
42;Lithrea brasiliensis;20,37183272
42;Eugenia uniflora;7,798592212
42;Myrciaria delicatula;11,93662073
42;Casearia decandra;16,07464925
42;Vernonanthura discolor;40,42535555
42;Banara tomentosa;6,047887837
42;Myrciaria delicatula;22,91831181
42;Casearia decandra;7,957747155
42;Eugenia uniflora;5,411268065
42;Eugenia uniflora;9,230986699
42;Eugenia uniflora;9,008788381
42;Eugenia uniflora;7,26555825
42;Lithrea brasiliensis;39,152116
42;Eugenia uniflora;12,31678295
42;Banara tomentosa;7,480282325
42;Eugenia uniflora;10,50422624
42;Ilex theezans;19,73521294
42;Casearia decandra;8,594366927
42;Ocotea pulchella;28,32957987
42;Ocotea puberula;15,91549431
42;Myrcia glomerata;5,506761031
42;Ilex paraguariensis;11,30000096
42;Dasyphyllum brasiliense;21,00845249
42;Myrsine lorentziana;9,549296586
42;Ocotea pulchella;33,90000288
42;Ocotea pulchella;9,549296586
42;Myrcianthes gigantea;12,73239545
42;Blepharocalyx salicifolius;8,276057041
42;Sebastiania commersoniana;13,36901522
42;Lithrea brasiliensis;8,594366927
43;Casearia decandra;8,244226052
43;Banara tomentosa;5,188451145
43;Lithrea brasiliensis;19,89436789
43;Ocotea pulchella;5,729577951
43;Banara tomentosa;4,997465213
43;Annona rugulosa;9,326479665
43;Annona rugulosa;8,116902098
43;Lithrea brasiliensis;5,793239929
43;Banara tomentosa;4,997465213
43;Annona rugulosa;12,25493062
43;Ilex theezans;18,55746636
43;Annona rugulosa;10,15408537
43;Zanthoxylum rhoifolium;13,40084621
43;Dasyphyllum brasiliense;21,39042435
43;Dasyphyllum brasiliense;32,02197455
43;Ocotea pulchella;15,05605762
43;Dasyphyllum brasiliense;16,64760705
43;Matayba elaeagnoides;33,04056619
43;Annona rugulosa;7,066479473
43;Annona rugulosa;8,339719018
43;Annona rugulosa;4,997465213
43;Annona rugulosa;5,920563883
43;Casearia decandra;6,557183655
44;Araucaria angustifolia;6,716338598
44;Sebastiania brasiliensis;5,124789168
44;Banara tomentosa;6,68450761
44;Banara tomentosa;12,12087935
44;Lithrea brasiliensis;10,18591636
44;Sebastiania brasiliensis;6,970986507
44;Eugenia uruguayensis;7,957747155
44;Sebastiania brasiliensis;7,734930234
44;Araucaria angustifolia;23,65042454
44;Ilex dumosa;7,575775291
44;Casearia decandra;10,47239526
44;Allophylus edulis;6,079718826
44;Xylosma ciliatifolia;11,26816997
44;Oreopanax fulvus;22,21803006
44;Sebastiania brasiliensis;10,24957834
44;Oreopanax fulvus;12,06394469
44;Annona rugulosa;9,835775483
44;Blepharocalyx salicifolius;7,257465405
44;Ilex dumosa;28,96619964
44;Sebastiania brasiliensis;9,014410091
44;Annona rugulosa;7,639437268
44;Sebastiania brasiliensis;5,474930042
44;Casearia decandra;6,079718826
44;Araucaria angustifolia;48,06479281
44;Sebastiania brasiliensis;5,665915974
44;Myrcia palustris;7,957747155
44;Oreopanax fulvus;5,665915974
44;Araucaria angustifolia;40,8391584
44;Prunus myrtifolia;18,78028328
45;Sapium glandulosum;23,04563576
45;Jacaranda puberula;6,46169069
45;Banara tomentosa;6,525352667
45;Prunus myrtifolia;12,15943765
45;Jacaranda puberula;17,22056484
45;Roupala montana;10,18591636
45;Sebastiania commersoniana;7,034648485
45;Casearia decandra;9,835775483
45;Myrcia glomerata;7,034648485
45;Casearia decandra;13,1461983
45;Myrcia glomerata;6,207042781
45;Jacaranda puberula;20,81746656
45;Casearia decandra;6,207042781
45;Araucaria angustifolia;10,53605723
45;Roupala montana;5,124789168
45;Ilex dumosa;11,93662073
45;Jacaranda puberula;14,57859279
45;Myrciaria delicatula;6,334366735
45;Lamanonia ternata;18,52563538
45;Lamanonia ternata;16,29746617
45;Blepharocalyx salicifolius;7,289296394
45;Ilex dumosa;15,3743675
45;Allophylus edulis;7,416620348
45;Allophylus edulis;9,612958563
45;Sebastiania commersoniana;7,098310462
45;Jacaranda puberula;28,29774888
45;Araucaria angustifolia;17,66619868
45;Allophylus edulis;9,963099438
45;Allophylus edulis;6,620845633
45;Ilex paraguariensis;10,28140932
45;Araucaria angustifolia;6,46169069
45;Casearia decandra;7,703099246
45;Jacaranda puberula;10,24957834
45;Myrceugenia euosma;8,467042972
45;Casearia decandra;5,665915974
45;Myrcia selloi;8,276057041
45;Jacaranda puberula;11,14084602
45;Moquiniastrum polymorphum;24,82817112
45;Jacaranda puberula;11,14084602
46;Annona rugulosa;7,957747155
46;Myrcia glomerata;22,61962998
46;Casearia decandra;9,357715157
46;Casearia decandra;5,856901906
46;Podocarpus lambertii;29,60281942
46;Ilex theezans;27,6929601
46;Casearia decandra;10,47239526
46;Casearia decandra;6,302535746
46;Casearia decandra;12,09577567
46;Banara tomentosa;7,957747155
46;Casearia decandra;13,49633917
46;Casearia decandra;8,944507802
46;Casearia decandra;5,729577951
46;Zanthoxylum rhoifolium;11,14084602
46;Drimys brasiliensis;13,71915609
46;Jacaranda puberula;16,2338042
46;Casearia decandra;6,047887837
46;Jacaranda puberula;7,002817496
46;Myrsine lorentziana;14,00563499
46;Matayba elaeagnoides;6,620845633
46;Matayba elaeagnoides;26,7498697
46;Podocarpus lambertii;12,15943765
46;Casearia decandra;5,729577951
46;Araucaria angustifolia;13,94197301
46;Drimys brasiliensis;5,156620156
46;Myrcia glomerata;19,09859317
47;Dasyphyllum brasiliense;24,35070629
47;Ilex dumosa;8,53070495
47;Roupala montana;12,09577567
47;Prunus myrtifolia;9,040000768
47;Banara tomentosa;6,46169069
47;Casearia decandra;5,793239929
47;Lithrea brasiliensis;50,6112719
47;Drimys brasiliensis;8,05324012
47;Vernonanthura discolor;18,78028328
47;Jacaranda puberula;11,68197282
47;Lamanonia ternata;8,05324012
47;Jacaranda puberula;9,644789551
47;Jacaranda puberula;7,60760628
47;Roupala montana;11,49098689
47;Jacaranda puberula;6,493521678
47;Jacaranda puberula;16,52028309
47;Dasyphyllum brasiliense;19,83070591
47;Casearia decandra;6,047887837
47;Jacaranda puberula;9,421972631
47;Myrcia glomerata;10,79070514
47;Myrcia glomerata;6,716338598
47;Ocotea puberula;19,67155097
47;Cinnamomum amoenum;21,89972017
47;Jacaranda puberula;7,766761223
47;Maytenus dasyclada;5,76140894
47;Myrciaria delicatula;6,480088838
47;Ocotea puberula;5,252113122
47;Lithrea brasiliensis;8,498873961
47;Myrcia guianensis;8,05324012
47;Casearia decandra;5,98422586
47;Prunus myrtifolia;26,48338253
47;Jacaranda puberula;12,12760666
47;Ocotea puberula;30,01662227
47;Araucaria angustifolia;40,74366543
47;Prunus myrtifolia;8,276057041
47;Prunus myrtifolia;5,156620156
47;Myrcia glomerata;5,665915974
47;Casearia decandra;6,079718826
48;Ocotea pulchella;11,30000096
48;Casearia decandra;6,843662553
48;Lamanonia ternata;7,130141451
48;Jacaranda puberula;21,96338215
48;Roupala montana;17,31605781
48;Jacaranda puberula;19,43515816
48;Roupala montana;5,506761031
48;Podocarpus lambertii;15,28099646
48;Allophylus edulis;8,594366927
48;Ocotea pulchella;9,867606472
48;Casearia decandra;12,1875697
48;Blepharocalyx salicifolius;17,02957891
48;Podocarpus lambertii;7,321127382
48;Dasyphyllum brasiliense;7,002817496
48;Zanthoxylum kleinii;9,390141642
48;Myrcia guianensis;7,480282325
48;Sapium glandulosum;38,83380611
48;Maytenus dasyclada;5,729577951
48;Feijoa sellowiana;9,252913064
48;Sebastiania commersoniana;28,64788976
48;Jacaranda puberula;23,23662169
48;Jacaranda puberula;25,24197397
48;Myrcia glomerata;9,867606472
48;Myrcia glomerata;8,276057041
48;Ocotea pulchella;6,716338598
48;Lithrea brasiliensis;34,9086695
48;Roupala montana;21,64507226
48;Roupala montana;5,729577951
48;Casearia decandra;5,570423008
48;Prunus myrtifolia;12,09577567
48;Allophylus edulis;6,843662553
48;Podocarpus lambertii;21,96338215
48;Roupala montana;19,09859317
48;Ocotea pulchella;5,952394872
48;Myrcia glomerata;8,339719018
48;Jacaranda puberula;12,5732405
